关卡id	副本类型	关卡地形	关卡类型	章节（玩法）	关卡	章节（顺序）	前置关卡	大章名	关卡名称	关卡描述	关卡图标	首次通关送魂石	首次通关奖励	小怪id	精英id	BOSS id	陷阱id	npcId	寻路建筑Id	不寻路建筑Id	推荐战力	可否重复打	是否评星	开启等级	次数	魔晶掉落	金币掉落	道具掉落1	道具掉落2	道具掉落3	道具掉落4	道具掉落5	道具掉落6	召唤师经验	英雄经验	消耗体力	任务名称1	任务名称2	任务名称3	游戏失败原因	胜利触发教程	失败触发教程	开始战斗图片	剧情数据	镜头动画数据	副本气泡
21006	2	level03_06	Guard	3	6	9	21003	第9章	废土之墟03	0	iconHQ_02			210001,210002,999117	210005			210061		999002	23700	1	1	1	3	12	2370	122102&10&1	121051&100&2	121003&15&1	110621&1&1	119997&80&1	121998&20&1,123001&5&1	12	160	12	护送目标离开	没有英雄死亡	目标血高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,更嚣张的狂徒遗憾告别了这个世界……			label_mission14	b&103062	0	
21009	2	level03_09	Level	3	9	9	21006	第9章	废土之墟04	0	iconHQ_02			210001,210002	210091		210004			999002	24322	1	1	1	3	12	2370	122104&10&1	121051&100&2	121033&15&1	110821&1&1	119997&80&1	121998&20&1,123001&5&1	12	160	12	截杀报信者	打开3个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	b&103092	0	
21012	2	level03_12	Level	3	12	9	21009	第9章	废土之墟05	0	iconHQ_02		122103&15	210001,210002,999117		210121	210122		210123,999003		24942	1	1	1	3	12	2370	122127&10&1	121051&100&2	131204&15&1	131137&1&1	119997&80&1	121998&20&1,123001&5&1	12	160	12	击杀boss	水晶不被摧毁	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
20700	2	level07_00	Level	7	0	10	21012,10712	第10章	战争之庭01	0	iconHQ_02			207001,207002,207003,207004	207005				999003	999002	27390	1	1	1	3	12	2400	122114&10&1	121051&100&2	121013&15&1	110522&2&1	119997&80&1	121998&20&1,123001&5&1	12	240	12	击杀BOSS	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
20703	2	level07_03	Level	7	3	10	20700	第10章	战争之庭02	0	iconHQ_02			207031,207032,207033,207034,999111	207036			207037	207038		27670	1	1	1	3	12	2400	122117&10&1	121051&100&2	121023&15&1	110722&2&1	119997&80&1	121998&20&1,123001&5&1	12	240	12	保护人质安全	没有水晶被破坏	没有英雄死亡	0			label_mission15	b&107032	0	
20706	2	level07_06	Level	7	6	10	20703	第10章	战争之庭03	0	iconHQ_02			207061,207062,207063	207065				207066		28086	1	1	1	3	12	2400	122111&10&1	121051&100&2	121003&15&1	110622&2&1	119997&80&1	121998&20&1,123001&5&1	12	240	12	逃脱追杀	没有英雄死亡	击杀所有小怪	0			label_mission13	0	0	
20709	2	level07_09	Level	7	9	10	20706	第10章	战争之庭04	0	iconHQ_02			207091,207092,207093,999113	207095		207097,207098			999002,999003	28369	1	1	1	3	12	2400	122125&10&1	121051&100&2	121033&15&1	110822&2&1	119997&80&1	121998&20&1,123001&5&1	12	240	12	击杀BOSS	找到4个宝箱	没有英雄死亡	0			label_mission17	0	0	
20712	2	level07_12	Level	7	12	10	20709	第10章	战争之庭05	0	iconHQ_02		122103&15	207121,207122,207123,999113	207125,207127	207128		207126	207129		29070	1	1	1	3	12	2400	122122&10&1	121051&100&2	131204&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	240	12	击杀BOSS	阻止霍尔联系援兵	保护水晶不被破坏	0			label_mission10	b&107122	0	
21100	2	level05_00	Level	5	0	11	20712,11112	第11章	外星溶洞01	0	iconHQ_02			211001,211002,999118	211004					999002	33499	1	1	1	3	12	2415	122118&10&1	121051&100&2	121013&15&1	110521&2&1	119997&80&1	121998&20&1,123001&5&1	12	260	12	击杀BOSS	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
21103	2	level05_03	Level	5	3	11	21100	第11章	外星溶洞02	0	iconHQ_02			211003,211002,999118	211034		211036		211035		37929	1	1	1	3	12	2415	122119&10&1	121051&100&2	121023&15&1	110721&2&1	119997&80&1	121998&20&1,123001&5&1	12	260	12	安全逃脱追杀	没有英雄死亡	击杀20个小怪	0			label_mission13	0	0	
21106	2	level05_06	Level	5	6	11	21103	第11章	外星溶洞03	0	iconHQ_02			211001,211062,999118					211064	999002	42358	1	1	1	3	12	2415	122129&10&1	121051&100&2	121003&15&1	110621&2&1	119997&80&1	121998&20&1,123001&5&1	12	260	12	保护魔能水晶	水晶生命高于70%	找到2个宝箱	0			label_mission15	0	0	
21109	2	level05_09	Level	5	9	11	21106	第11章	外星溶洞04	0	iconHQ_02			211003,211002,999118	211094					999002	46788	1	1	1	3	12	2415	122103&10&1	121051&100&2	121033&15&1	110821&2&1	119997&80&1	121998&20&1,123001&5&1	12	260	12	截杀目标	找到3个宝箱	没有英雄死亡	0			label_mission12	b&105092	0	
21112	2	level05_12	Level	5	12	11	21109	第11章	外星溶洞05	0	iconHQ_02		122103&15	211003,211002,999118		211124,211125			999003	211126	51217	1	1	1	3	12	2415	122120&10&1	121051&100&2	131204&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	260	12	击杀BOSS	击杀25个小怪	没有破坏一个虫卵	0			label_mission10	0	0	
50100	2	level01_00	Level	1	0	12	21112,40112	第12章	迷失小镇01	0	iconHQ_02			501001	501003						55647	1	1	1	3	13	2430	122123&10&1	121051&100&2	121013&15&1	110522&2&1	119997&80&1	121998&20&1,123001&5&1	12	280	12	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
50103	2	level01_03	Level	1	3	12	50100	第12章	迷失小镇02	0	iconHQ_02			501031,501032	501039						56031	1	1	1	3	13	2430	122105&10&1	121051&100&2	121023&15&1	110722&2&1	119997&80&1	121998&20&1,123001&5&1	12	280	12	击杀全部怪物	收集6颗龙珠	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission16	0	0	
50106	2	level01_06	Guard	1	6	12	50103	第12章	迷失小镇03	0	iconHQ_02			501061,501062,501061	501063				501068		56416	1	1	1	3	13	2430	122109&10&1	121051&100&2	121003&15&1	110622&2&1	119997&80&1	121998&20&1,123001&5&1	12	280	12	保护魔能水晶	水晶血量高于20%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
50109	2	level01_09	Run	1	9	12	50106	第12章	迷失小镇04	0	iconHQ_02			501093	501094	501091		101096	501092,101095		57469	1	1	1	3	13	2430	122116&10&1	121051&100&2	121033&15&1	110822&2&1	119997&80&1	121998&20&1,123001&5&1	12	280	12	逃脱巨魔兽追杀	英雄生命高于20%	击杀精英怪	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,太慢了，BOSS把您吸成了人干！			label_mission13	a&101091	0	
50112	2	level01_12	Level	1	12	12	50109	第12章	迷失小镇05	0	iconHQ_02		122103&20	501061,501062,501124	501123,501122,501123	501121					57855	1	1	1	3	13	2430	122102&10&1	121051&100&2	131204&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	280	12	击杀巨魔兽	2分钟内通关	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	b&101122	0	
50200	2	level02_00	Level	2	0	13	40212,50112	第13章	奇迹之城01	0	iconHQ_02			502001,502002	502003				502004,999003		77788	1	1	1	3	13	2475	122104&10&1	121051&100&2	121013&15&1	110521&2&1	119997&80&1	121998&20&1,123001&5&1	12	320	12	击杀大菠萝	英雄生命高于50%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
50203	2	level02_03	Level	2	3	13	50200	第13章	奇迹之城02	0	iconHQ_02			502031,502032,999113	502034			502035	502036,101095		78310	1	1	1	3	13	2475	122127&10&1	121051&100&2	121023&15&1	110721&2&1	119997&80&1	121998&20&1,123001&5&1	12	320	12	护送目标离开	没有英雄死亡	NPC生命高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,惨烈！您的英雄全部阵亡！;5,不透露姓名的NPC遗憾告别了这个世界……			label_mission14	c&102033	0	
50206	2	level02_09	Level	2	9	13	50203	第13章	奇迹之城03	0	iconHQ_02			502031,502032	502034,502064						80163	1	1	1	3	13	2475	122114&10&1	121051&100&2	121003&15&1	110621&2&1	119997&80&1	121998&20&1,123001&5&1	12	320	12	截杀运输队长	没有英雄死亡	1分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	0	0	
50209	2	level02_06	Level	2	6	13	50206	第13章	奇迹之城04	0	iconHQ_02			502091,502092,999113	502094,502097			502096	502095,101095		80686	1	1	1	3	13	2475	122111&10&1	121051&100&2	121033&15&1	110821&2&1	119997&80&1	121998&20&1,123001&5&1	12	320	12	保护魔能水晶	水晶生命高于50%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被士兵摧毁！			label_mission15	b&102092	0	
50212	2	level02_12	Level	2	12	13	50209	第13章	奇迹之城05	0	iconHQ_02		122103&20	502091,502092	502094,502021	502125	999113				82546	1	1	1	3	13	2475	122113&10&1	121051&100&2	131204&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	320	12	击杀boss	没有英雄死亡	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,惨烈！您的英雄全部阵亡！			label_mission10	0	0	
50800	2	level04_00	Level	4	0	14	50212,40812	第14章	智能军垒01	0	iconHQ_02			508001,508002,999114	508005			508004			85791	1	1	1	3	13	2490	122125&10&1	121051&100&2	121013&15&1	110522&2&1	119997&80&1	121998&20&1,123001&5&1	12	340	12	护送目标离开	NPC生命高于70%	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104002	0	
50803	2	level04_03	Level	4	3	14	50800	第14章	智能军垒02	0	iconHQ_02			508001,508002,999114	508035		508031,508032		999003		88570	1	1	1	3	13	2490	122122&10&1	121051&100&2	121023&15&1	110722&2&1	119997&80&1	121998&20&1,123001&5&1	12	340	12	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
50806	2	level04_06	Level	4	6	14	50803	第14章	智能军垒03	0	iconHQ_02			508001,508002,999114	508035				508065		91350	1	1	1	3	13	2490	122118&10&1	121051&100&2	121003&15&1	110622&2&1	119997&80&1	121998&20&1,123001&5&1	12	340	12	保护魔能水晶	水晶生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
50809	2	level04_09	Level	4	9	14	50806	第14章	智能军垒04	0	iconHQ_02			508001,508002,999114	508094			508095	508096	999002	94131	1	1	1	3	13	2490	122119&10&1	121051&100&2	121033&15&1	110822&2&1	119997&80&1	121998&20&1,123001&5&1	12	340	12	护送目标离开	NPC生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104092	0	
50812	2	level04_12	Level	4	12	14	50809	第14章	智能军垒05	0	iconHQ_02		122103&20	508001,508002,999114	508122	508121			999003		96910	1	1	1	3	13	2490	122129&10&1	121051&100&2	131204&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	340	12	击杀将军	没有英雄死亡	击杀25个战斗机器人	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
50300	2	level03_00	Level	3	0	15	40312,50812	第15章	荒废都市01	0	iconHQ_02			503001,503002,999114	503009		503005,503006		999003	999002	102007	1	1	1	3	13	2520	122103&10&1	121051&100&2	121014&15&1	110521&2&1	119997&80&1	121998&20&1,123001&5&1	12	360	12	击杀boss	打开2个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
50303	2	level03_03	Hide	3	3	15	50300	第15章	荒废都市02	0	iconHQ_02				503039		503032				102610	1	1	1	3	13	2520	122105&10&1	121051&100&2	121024&15&1	110721&2&1	119997&80&1	121998&20&1,123001&5&1	12	360	12	击败守护者	英雄生命高于20%	收集30个魔能碎片	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
50306	2	level03_06	Guard	3	6	15	50303	第15章	荒废都市03	0	iconHQ_02			503062,503061,999115	503069			503064		999002	104818	1	1	1	3	13	2520	122109&10&1	121051&100&2	121004&15&1	110621&2&1	119997&80&1	121998&20&1,123001&5&1	12	360	12	护送目标离开	没有英雄死亡	目标血高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,更嚣张的狂徒遗憾告别了这个世界……			label_mission14	b&103062	0	
50309	2	level03_09	Level	3	9	15	50306	第15章	荒废都市04	0	iconHQ_02			503062,503061	503091		503006			999002	107986	1	1	1	3	13	2520	122116&10&1	121051&100&2	121034&15&1	110821&2&1	119997&80&1	121998&20&1,123001&5&1	12	360	12	截杀报信者	打开3个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	b&103092	0	
50312	2	level03_12	Level	3	12	15	50309	第15章	荒废都市05	0	iconHQ_02		122103&25	503062,503061,999115		503129	503123		503122,999003		110208	1	1	1	3	13	2520	122102&10&1	121051&100&2	131205&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	360	12	击杀boss	水晶不被摧毁	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
50900	2	level05_00	Level	5	0	16	50312,40912	第16章	遗迹之地01	0	iconHQ_02			509001,509002,999115	509004					999002	118782	1	1	1	3	15	2535	122104&10&1	121051&100&2	121014&15&1	110522&2&1	119997&80&1	121998&20&1,123001&5&1	12	380	12	击杀BOSS	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
50903	2	level05_03	Level	5	3	16	50900	第16章	遗迹之地02	0	iconHQ_02			509031,509032,999115	509034		509036		509035		127356	1	1	1	3	15	2535	122127&10&1	121051&100&2	121024&15&1	110722&2&1	119997&80&1	121998&20&1,123001&5&1	12	380	12	安全逃脱追杀	没有英雄死亡	击杀20个小怪	0			label_mission13	0	0	
50906	2	level05_06	Level	5	6	16	50903	第16章	遗迹之地03	0	iconHQ_02			509001,509002,999115					509064	999002	135930	1	1	1	3	15	2535	122114&10&1	121051&100&2	121004&15&1	110622&2&1	119997&80&1	121998&20&1,123001&5&1	12	380	12	保护魔能水晶	水晶生命高于70%	找到2个宝箱	0			label_mission15	0	0	
50909	2	level05_09	Level	5	9	16	50906	第16章	遗迹之地04	0	iconHQ_02			509031,509032,999115	509094					999002	144504	1	1	1	3	15	2535	122117&10&1	121051&100&2	121034&15&1	110822&2&1	119997&80&1	121998&20&1,123001&5&1	12	380	12	截杀目标	找到3个宝箱	没有英雄死亡	0			label_mission12	b&105092	0	
50912	2	level05_12	Level	5	12	16	50909	第16章	遗迹之地05	0	iconHQ_02		122103&25	509031,509032,999115		509124,509125			999003	509126	153079	1	1	1	3	15	2535	122113&10&1	121051&100&2	131205&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	380	12	击杀BOSS	击杀25个小怪	没有破坏一个虫卵	0			label_mission10	0	0	
50400	2	level04_00	Level	4	0	17	40412,50912	第17章	迷幻之都01	0	iconHQ_02			504001,504002,999115	504005			504004			161653	1	1	1	3	15	2550	122125&10&1	121051&100&2	121014&15&1	110521&2&1	119997&80&1	121998&20&1,123001&5&1	12	400	12	护送目标离开	NPC生命高于70%	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104002	0	
50403	2	level04_03	Level	4	3	17	50400	第17章	迷幻之都02	0	iconHQ_02			504033,504034,999115	504035		504031,504032		999003		162349	1	1	1	3	15	2550	122122&10&1	121051&100&2	121024&15&1	110721&2&1	119997&80&1	121998&20&1,123001&5&1	12	400	12	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
50406	2	level04_06	Level	4	6	17	50403	第17章	迷幻之都03	0	iconHQ_02			504061,504062,999115	504064				504065		165565	1	1	1	3	15	2550	122118&10&1	121051&100&2	121004&15&1	110621&2&1	119997&80&1	121998&20&1,123001&5&1	12	400	12	保护魔能水晶	水晶生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
50409	2	level04_09	Level	4	9	17	50406	第17章	迷幻之都04	0	iconHQ_02			504091,504092,999115	504094			504095	504096	999002	166263	1	1	1	3	15	2550	122119&10&1	121051&100&2	121034&15&1	110821&2&1	119997&80&1	121998&20&1,123001&5&1	12	400	12	护送目标离开	NPC生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104092	0	
50412	2	level04_12	Level	4	12	17	50409	第17章	迷幻之都05	0	iconHQ_02		122103&25	504123,504124,999115	504122	504121			999003		169488	1	1	1	3	15	2550	122129&10&1	121051&100&2	131205&15&1	131137&2&1	119997&80&1	121998&20&1,123001&5&1	12	400	12	击杀将军	没有英雄死亡	击杀25个战斗机器人	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
50500	2	level05_00	Level	5	0	18	40512,50412	第18章	奇幻之巢01	0	iconHQ_02			505001,505002,999117	505004					999002	248343	1	1	1	3	15	2580	122103&10&1	121051&100&2	121014&15&1	110531&1&1	119997&85&1	121998&20&1,123001&5&1	12	440	12	击杀魔能傀儡	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
50503	2	level05_03	Level	5	3	18	50500	第18章	奇幻之巢02	0	iconHQ_02			505031,505032,999117	505034		505036		505035		249424	1	1	1	3	15	2580	122122&10&1	121051&100&2	121024&15&1	110731&1&1	119997&85&1	121998&20&1,123001&5&1	12	440	12	安全逃脱追杀	没有英雄死亡	击杀20个小怪	0			label_mission13	0	0	
50506	2	level05_06	Level	5	6	18	50503	第18章	奇幻之巢03	0	iconHQ_02			505061,505062,999117					505064	999002	253723	1	1	1	3	15	2580	122118&10&1	121051&100&2	121004&15&1	110631&1&1	119997&85&1	121998&20&1,123001&5&1	12	440	12	保护魔能水晶	水晶生命高于70%	找到2个宝箱	0			label_mission15	0	0	
50509	2	level05_09	Level	5	9	18	50506	第18章	奇幻之巢04	0	iconHQ_02			505091,505092,999117	505094					999002	254803	1	1	1	3	15	2580	122105&10&1	121051&100&2	121034&15&1	110831&1&1	119997&85&1	121998&20&1,123001&5&1	12	440	12	截杀目标	找到3个宝箱	没有英雄死亡	0			label_mission12	b&105092	0	
50512	2	level05_12	Level	5	12	18	50509	第18章	奇幻之巢05	0	iconHQ_02		122103&30	505121,505122,999117		505124,505125			999003	505126	259110	1	1	1	3	15	2580	122109&10&1	121051&100&2	131205&15&1	131138&1&1	119997&85&1	121998&20&1,123001&5&1	12	440	12	击杀BOSS	击杀25个小怪	3分钟内通关	0			label_mission10	0	0	
50600	2	level06_00	Level	6	0	19	40612,50512	第19章	和平之城01	0	iconHQ_02			506001,506002,506003	506005				506004		365085	1	1	1	3	15	2625	122116&10&1	121051&100&2	121014&15&1	110532&1&1	119997&85&1	121998&20&1,123001&5&1	12	460	12	解救人质	没有英雄死亡	击杀守卫	0			label_mission17	b&106002	0	
50603	2	level06_03	Level	6	3	19	50600	第19章	和平之城02	0	iconHQ_02			506031,506032,506033,999118	506035				506036		366475	1	1	1	3	15	2625	122120&10&1	121051&100&2	121024&15&1	110732&1&1	119997&85&1	121998&20&1,123001&5&1	12	460	12	守护水晶	水晶生命高于50%	没有英雄死亡	0			label_mission15	0	0	
50606	2	level06_06	Level	6	6	19	50603	第19章	和平之城03	0	iconHQ_02			506061,506062,506063,999118	506065			506066			371994	1	1	1	3	15	2625	122104&10&1	121051&100&2	121004&15&1	110632&1&1	119997&85&1	121998&20&1,123001&5&1	12	460	12	护送目标离开	NPC生命高于50%	没有英雄死亡	0			label_mission14	b&106062	0	
50609	2	level06_09	Level	6	9	19	50606	第19章	和平之城04	0	iconHQ_02			506091,506092,506093,999118	506096,506095					999002	373381	1	1	1	3	15	2625	122127&10&1	121051&100&2	121034&15&1	110832&1&1	119997&85&1	121998&20&1,123001&5&1	12	460	12	截杀目标	没有英雄死亡	找到3个宝箱	0			label_mission12	b&106092	0	
50612	2	level06_12	Level	6	12	19	50609	第19章	和平之城05	0	iconHQ_02		122103&30	506121,506122,506123,999118	506125,506126	506127	999118				378907	1	1	1	3	15	2625	122114&10&1	121051&100&2	131205&15&1	131138&1&1	119997&85&1	121998&20&1,123001&5&1	12	460	12	击杀BOSS	没有英雄死亡	3分钟内通关	0			label_mission10	0	0	
50700	2	level07_00	Level	7	0	20	40712,50612	第20章	机械之都01	0	iconHQ_02			507001,507002,507003,507004	507005				999003	999002	531388	1	1	1	3	15	2670	122117&10&1	121051&100&2	121014&15&1	110531&1&1	119997&85&1	121998&20&1,123001&5&1	12	480	12	击杀BOSS	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
50703	2	level07_03	Level	7	3	20	50700	第20章	机械之都02	0	iconHQ_02			507031,507032,507033,507034,999120	507036			507037	507038		535035	1	1	1	3	15	2670	122113&10&1	121051&100&2	121024&15&1	110731&1&1	119997&85&1	121998&20&1,123001&5&1	12	480	12	保护人质安全	没有水晶被破坏	没有英雄死亡	0			label_mission15	b&107032	0	
50706	2	level07_06	Level	7	6	20	50703	第20章	机械之都03	0	iconHQ_02			507061,507062,507063	507065				507066		544305	1	1	1	3	15	2670	122125&10&1	121051&100&2	121004&15&1	110631&1&1	119997&85&1	121998&20&1,123001&5&1	12	480	12	逃脱追杀	没有英雄死亡	击杀所有小怪	0			label_mission13	0	0	
50709	2	level07_09	Level	7	9	20	50706	第20章	机械之都04	0	iconHQ_02			507091,507092,507093,999120	507095		507097,507098			999002,999003	547926	1	1	1	3	15	2670	122123&10&1	121051&100&2	121034&15&1	110831&1&1	119997&85&1	121998&20&1,123001&5&1	12	480	12	击杀BOSS	找到4个宝箱	没有英雄死亡	0			label_mission17	0	0	
50712	2	level07_12	Level	7	12	20	50709	第20章	机械之都05	0	iconHQ_02		122103&30	507121,507122,507123,999120	507125,507127	507128		507126	507129		557196	1	1	1	3	15	2670	122102&10&1	121051&100&2	131205&15&1	131138&1&1	119997&85&1	121998&20&1,123001&5&1	12	480	12	击杀BOSS	阻止霍尔联系援兵	保护水晶不被破坏	0			label_mission10	b&107122	0	
80101	4	activity01_03	activity	1	3	0	0		黄金魔怪巢	[f08824]90秒钟[-]内，对魔怪造成伤害越高，奖励[f08824]金币[-]越多！	80301					803011						1	0	1	0	0	0							6	24	6	击杀巨型魔怪BOSS	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission14			
80201	4	activity01_02	activity	1	2	0	0		机关研究所	机关重重，生存时间越长，奖励[f08824]经验药水[-]越多！	80201			802011,802012,802013,802014			802017,802018,802019,802020,802021					1	0	0	0	0	0	121102&100&4	121103&100&1					6	24	6	躲避机关陷阱			1,惨烈！您的英雄全部阵亡！			label_mission16			
80301	4	activity01_01	activity	1	1	0	0		魔晶争夺战	[f08824]90秒钟[-]内，杀怪所得积分越多，奖励[f08824]魔晶[-]越多！	80101			801011,801012,801013,801014								1	0	1	0	0	0							6	24	6	击杀抢夺魔晶的小怪			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission12			
90101	5	chess01_01	activity	2	1	0	0		超质行星I	重力超常的行星，人们拥有[03c8f2]物理免疫[-]的体格。	90101			901011,901012	901013							1	0	0	0	0	0	121051&100&10	121001&100&1	121011&100&1	121002&80&1	121012&80&1		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90102	5	chess01_01	activity	2	1	0	0		超质行星II	重力超常的行星，人们拥有[03c8f2]物理免疫[-]的体格。	90102			901021,901022	901023							1	0	22	0	0	0	121051&100&15	121002&100&1	121012&100&1	121003&70&1	121013&70&1		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90103	5	chess01_01	activity	2	1	0	0		超质行星III	重力超常的行星，人们拥有[03c8f2]物理免疫[-]的体格。	90103			901031,901032	901033							1	0	25	0	0	0	121051&100&20	121002&100&1	121012&100&1	121003&70&2	121013&70&2		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90104	5	chess01_01	activity	2	1	0	0		超质行星IV	重力超常的行星，人们拥有[03c8f2]物理免疫[-]的体格。	90104			901041,901042	901043							1	0	30	0	0	0	121051&100&25	121003&80&2	121013&80&2	121004&80&1	121014&80&1		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90105	5	chess01_01	activity	2	1	0	0		超质行星V	重力超常的行星，人们拥有[03c8f2]物理免疫[-]的体格。	90104			901051,901052	901053							1	0	35	0	0	0	121051&100&30	121003&80&2	121013&80&2	121004&75&2	121014&75&2		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90201	5	chess01_01	activity	2	1	0	0		黑洞漩涡I	宇宙的神秘存在之一，这里的[03c8f3]魔法作用非常有限[-]。	90201			902011,902012	902013							1	0	0	0	0	0	121051&100&10	121021&100&1	121031&100&1	121022&80&1	121032&80&1		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90202	5	chess01_01	activity	2	1	0	0		黑洞漩涡II	宇宙的神秘存在之一，这里的[03c8f4]魔法作用非常有限[-]。	90202			902021,902022	902023							1	0	22	0	0	0	121051&100&15	121022&100&1	121032&100&1	121023&70&1	121033&70&1		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90203	5	chess01_01	activity	2	1	0	0		黑洞漩涡III	宇宙的神秘存在之一，这里的[03c8f5]魔法作用非常有限[-]。	90203			902031,902032	902033							1	0	25	0	0	0	121051&100&20	121022&100&1	121032&100&1	121023&70&2	121033&70&2		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
90204	5	chess01_01	activity	2	1	0	0		黑洞漩涡IV	宇宙的神秘存在之一，这里的[03c8f6]魔法作用非常有限[-]。	90204			902041,902042	902043							1	0	30	0	0	0	121051&100&25	121023&80&2	121033&80&2	121024&80&1	121034&80&1		6	24	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17			
