Ó¢ÐÛid	ËùÊô½ÇÉ«	½ÇÉ«Ãû×Ö	ÐÔ±ð	Ä£ÐÍÃû³Æ	Í·ÏñÃû³Æ	Ö°Òµ	ÕóÓª	³õÊ¼ÐÇ¼¶	Æ·½×	ÏÂ½×¶Î±àºÅ	Í»ÆÆËùÐèµÈ¼¶	Í»ÆÆÐèÒªÎïÆ·	Í»ÆÆÐèÒª½ðÇ®	½Úµã1Ãû³Æ	½Úµã2Ãû³Æ	½Úµã3Ãû³Æ	½Úµã4Ãû³Æ	½Úµã5Ãû³Æ	½Úµã6Ãû³Æ	½Úµã1Í¼±ê	½Úµã2Í¼±ê	½Úµã3Í¼±ê	½Úµã4Í¼±ê	½Úµã5Í¼±ê	½Úµã6Í¼±ê	½Úµã1ÊôÐÔ	½Úµã2ÊôÐÔ	½Úµã3ÊôÐÔ	½Úµã4ÊôÐÔ	½Úµã5ÊôÐÔ	½Úµã6ÊôÐÔ	»ù´¡ÆøÑª	»ù´¡¹¥»÷	»ù´¡Îï·À	·¨ÊõÇ¿¶È	»ù´¡·¨·À	ÆÆ¼×	´©Í¸	±©»÷	¿¹±©	ÃüÖÐ	ÉÁ±Ü	¹¥»÷ËÙ¶È	ÎüÑª	ÉËº¦¼õÃâ	ÖÎÁÆ¼Ó³É	¹¥ËÙ¼Ó³É°Ù·Ö±È	ÎüÑªÂÊ	ÃâÉËÂÊ	ÖÎÁÆ¼Ó³ÉÂÊ	·¨Ç¿ÏµÊý	³ÐÊÜÉËº¦¼¼ÄÜµã	ÒÆ¶¯ËÙ¶È	¼¼ÄÜ1	¼¼ÄÜ2	¼¼ÄÜ3	¼¼ÄÜ4	¼¼ÄÜ5	¼¼ÄÜ6	¼¼ÄÜ99	ÅÅÐòÈ¨ÖØ	ÆÕÍ¨¹¥»÷																												
101262	126	µÏÊå	1	didala01	101261	2	1	2	2	101263	20	121051&100;121002&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	14;500;hpBase&224,attBase&52,defBase&6,wisBase&2,breakArm&48	15;600;hpBase&224,attBase&52,defBase&6,wisBase&2,evaBase&18	17;700;hpBase&224,attBase&52,defBase&6,wisBase&2,cri&135	0	0	0	281	67.54	7.97	0	3.08	24	0	0	0	0	12	0	0	0	0	0	0	0	0	0	20	6	12601	12602	12603	12611	12604	12612	19999	127	12600																												
101263	126	µÏÊå	1	didala02	101261	2	1	2	3	101264	33	121051&300;121003&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	22;1000;hpBase&336,attBase&78,defBase&9,wisBase&3,breakArm&96	23;1200;hpBase&336,attBase&78,defBase&9,wisBase&3,evaBase&30	25;1400;hpBase&336,attBase&78,defBase&9,wisBase&3,cri&180	27;1600;hpBase&336,attBase&78,defBase&9,wisBase&3,hit&100	29;1800;hpBase&336,attBase&78,defBase&9,wisBase&3,defCri&30	31;2000;hpBase&336,attBase&78,defBase&9,wisBase&3,attSpeProp&0.05	953	223.54	25.97	0	9.08	72	0	135	0	0	30	0	0	0	0	0	0	0	0	0	20	6	12601	12602	12603	12611	12604	12612	19999	128	12600																												
101264	126	µÏÊå	1	didala02	101261	2	1	2	4	101265	48	121051&500;121004&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	35;3000;hpBase&448,attBase&104,defBase&12,wisBase&4,breakArm&108	37;3200;hpBase&448,attBase&104,defBase&12,wisBase&4,evaBase&60	39;3400;hpBase&448,attBase&104,defBase&12,wisBase&4,cri&261	42;3600;hpBase&448,attBase&104,defBase&12,wisBase&4,hit&100	44;3800;hpBase&448,attBase&104,defBase&12,wisBase&4,defCri&34	46;4000;hpBase&448,attBase&104,defBase&12,wisBase&4,attSpeProp&0.1	2969	691.54	79.97	0	27.08	168	0	315	30	100	60	0	0	0	0	0.05	0	0	0	0	20	6	12601	12602	12603	12611	12604	12612	19999	129	12600																												
101265	126	µÏÊå	1	didala03	101261	2	1	2	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	50;5000;hpBase&560,attBase&130,defBase&15,wisBase&5,breakArm&120	52;5200;hpBase&560,attBase&130,defBase&15,wisBase&5,evaBase&96	54;5400;hpBase&560,attBase&130,defBase&15,wisBase&5,cri&324	56;5600;hpBase&560,attBase&130,defBase&15,wisBase&5,hit&160	58;5800;hpBase&560,attBase&130,defBase&15,wisBase&5,defCri&36	60;6000;hpBase&560,attBase&130,defBase&15,wisBase&5,attSpeProp&0.1	5657	1315.54	151.97	0	51.08	276	0	576	64	200	120	0	0	0	0	0.15	0	0	0	0	20	6	12601	12602	12603	12611	12604	12612	19999	130	12600																												
101271	127	¶ñµÛ	1	frieza01	101271	3	3	1	1	101272	12	121051&30;121021&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	4;300;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,penetrate&48	10;400;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,evaBase&10	0	0	0	0	62.7	14	1.97	21	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	20	6	12701	12702	12703	12711	12704	12712	19999	131	12700																												
101272	127	¶ñµÛ	1	frieza01	101271	3	3	1	2	101273	20	121051&100;121022&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	14;500;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,penetrate&96	15;600;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,evaBase&15	17;700;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,cri&60	0	0	0	338.7	58	7.97	87	12.2	0	48	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	12701	12702	12703	12711	12704	12712	19999	132	12700																												
101273	127	¶ñµÛ	1	frieza02	101271	3	3	1	3	101274	33	121051&300;121023&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	22;1000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,penetrate&192	23;1200;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,evaBase&25	25;1400;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,cri&80	27;1600;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,hit&150	29;1800;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,defCri&30	31;2000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,defCri&60	1166.7	190	25.97	285	42.2	0	144	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	12701	12702	12703	12711	12704	12712	19999	133	12700																												
101274	127	¶ñµÛ	1	frieza02	101271	3	3	1	4	101275	48	121051&500;121024&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	35;3000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,penetrate&216	37;3200;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,evaBase&50	39;3400;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,cri&116	42;3600;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,hit&150	44;3800;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,defCri&34	46;4000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,defCri&68	3650.7	586	79.97	879	132.2	0	336	140	90	150	50	0	0	0	0	0	0	0	0	0.6	20	6	12701	12702	12703	12711	12704	12712	19999	134	12700																												
101275	127	¶ñµÛ	1	frieza03	101271	3	3	1	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	50;5000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,penetrate&240	52;5200;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,evaBase&80	54;5400;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,cri&144	56;5600;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,hit&240	58;5800;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,defCri&36	60;6000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,defCri&72	6962.7	1114	151.97	1671	252.2	0	552	256	192	300	100	0	0	0	0	0	0	0	0	0.6	20	6	12701	12702	12703	12711	12704	12712	19999	135	12700																												
101281	128	Ð¡À¼	2	xiaonan01	101281	4	1	3	1	101282	12	121051&30;121031&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¸´ËÕ	pp13	pp9	pp6	pp15	pp14	pp12	4;300;hpBase&178,attBase&22,defBase&6,magicStr&22,wisBase&9,penetrate&20	10;400;hpBase&178,attBase&22,defBase&6,magicStr&22,wisBase&9,evaBase&10	0	0	0	0	96	14	2	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	20	6	12801	12802	12803	12811	12804	12812	19999	136	12800																												
101282	128	Ð¡À¼	2	xiaonan01	101281	4	1	3	2	101283	20	121051&100;121032&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¸´ËÕ	pp13	pp9	pp6	pp15	pp14	pp12	14;500;hpBase&356,attBase&44,defBase&12,magicStr&44,wisBase&18,penetrate&40	15;600;hpBase&356,attBase&44,defBase&12,magicStr&44,wisBase&18,evaBase&15	17;700;hpBase&356,attBase&44,defBase&12,magicStr&44,wisBase&18,cri&30	0	0	0	452	58	14	58	22	0	20	0	0	0	10	0	0	0	0	0	0	0	0	0.5	20	6	12801	12802	12803	12811	12804	12812	19999	137	12800																												
101283	128	Ð¡À¼	2	xiaonan02	101281	4	1	3	3	101284	33	121051&300;121033&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¸´ËÕ	pp13	pp9	pp6	pp15	pp14	pp12	22;1000;hpBase&534,attBase&66,defBase&18,magicStr&66,wisBase&27,penetrate&80	23;1200;hpBase&534,attBase&66,defBase&18,magicStr&66,wisBase&27,evaBase&25	25;1400;hpBase&534,attBase&66,defBase&18,magicStr&66,wisBase&27,cri&40	27;1600;hpBase&534,attBase&66,defBase&18,magicStr&66,wisBase&27,hit&100	29;1800;hpBase&534,attBase&66,defBase&18,magicStr&66,wisBase&27,defCri&30	31;2000;hpBase&534,attBase&66,defBase&18,magicStr&66,wisBase&27,attSpeProp&0.05	1520	190	50	190	76	0	60	30	0	0	25	0	0	0	0	0	0	0	0	0.5	20	6	12801	12802	12803	12811	12804	12812	19999	138	12800																												
101284	128	Ð¡À¼	2	xiaonan02	101281	4	1	3	4	101285	48	121051&500;121034&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¸´ËÕ	pp13	pp9	pp6	pp15	pp14	pp12	35;3000;hpBase&712,attBase&88,defBase&24,magicStr&88,wisBase&36,penetrate&90	37;3200;hpBase&712,attBase&88,defBase&24,magicStr&88,wisBase&36,evaBase&50	39;3400;hpBase&712,attBase&88,defBase&24,magicStr&88,wisBase&36,cri&58	42;3600;hpBase&712,attBase&88,defBase&24,magicStr&88,wisBase&36,hit&100	44;3800;hpBase&712,attBase&88,defBase&24,magicStr&88,wisBase&36,defCri&34	46;4000;hpBase&712,attBase&88,defBase&24,magicStr&88,wisBase&36,attSpeProp&0.1	4724	586	158	586	238	0	140	70	30	100	50	0	0	0	0	0.05	0	0	0	0.5	20	6	12801	12802	12803	12811	12804	12812	19999	139	12800																												
101285	128	Ð¡À¼	2	xiaonan03	101281	4	1	3	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¸´ËÕ	pp13	pp9	pp6	pp15	pp14	pp12	50;5000;hpBase&890,attBase&110,defBase&30,magicStr&110,wisBase&45,penetrate&100	52;5200;hpBase&890,attBase&110,defBase&30,magicStr&110,wisBase&45,evaBase&80	54;5400;hpBase&890,attBase&110,defBase&30,magicStr&110,wisBase&45,cri&72	56;5600;hpBase&890,attBase&110,defBase&30,magicStr&110,wisBase&45,hit&160	58;5800;hpBase&890,attBase&110,defBase&30,magicStr&110,wisBase&45,defCri&36	60;6000;hpBase&890,attBase&110,defBase&30,magicStr&110,wisBase&45,attSpeProp&0.1	8996	1114	302	1114	454	0	230	128	64	200	100	0	0	0	0	0.15	0	0	0	0.5	20	6	12801	12802	12803	12811	12804	12812	19999	140	12800																												
101291	129	¹ÇÍ·	1	jun01	101291	1	1	2	1	101292	12	121051&30;121011&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	4;300;hpBase&265,attBase&20,defBase&7,wisBase&7,breakArm&20	10;400;hpBase&265,attBase&20,defBase&7,wisBase&7,evaBase&10	0	0	0	0	180	13	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	12901	12902	12903	12911	12904	12912	19999	141	12900																												
101292	129	¹ÇÍ·	1	jun01	101291	1	1	2	2	101293	20	121051&100;121012&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	14;500;hpBase&530,attBase&40,defBase&14,wisBase&14,breakArm&40	15;600;hpBase&530,attBase&40,defBase&14,wisBase&14,evaBase&15	17;700;hpBase&530,attBase&40,defBase&14,wisBase&14,cri&30	0	0	0	710	53	18	0	18	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	6	12901	12902	12903	12911	12904	12912	19999	142	12900																												
101293	129	¹ÇÍ·	1	jun02	101291	1	1	2	3	101294	33	121051&300;121013&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	22;1000;hpBase&795,attBase&60,defBase&21,wisBase&21,breakArm&80	23;1200;hpBase&795,attBase&60,defBase&21,wisBase&21,evaBase&25	25;1400;hpBase&795,attBase&60,defBase&21,wisBase&21,cri&40	27;1600;hpBase&795,attBase&60,defBase&21,wisBase&21,hit&100	29;1800;hpBase&795,attBase&60,defBase&21,wisBase&21,defCri&30	31;2000;hpBase&795,attBase&60,defBase&21,wisBase&21,harmReduceProp&0.05	2300	173	60	0	60	60	0	30	0	0	25	0	0	0	0	0	0	0	0	0	20	6	12901	12902	12903	12911	12904	12912	19999	143	12900																												
101294	129	¹ÇÍ·	1	jun02	101291	1	1	2	4	101295	48	121051&500;121014&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	35;3000;hpBase&1060,attBase&80,defBase&28,wisBase&28,breakArm&90	37;3200;hpBase&1060,attBase&80,defBase&28,wisBase&28,evaBase&50	39;3400;hpBase&1060,attBase&80,defBase&28,wisBase&28,cri&58	42;3600;hpBase&1060,attBase&80,defBase&28,wisBase&28,hit&100	44;3800;hpBase&1060,attBase&80,defBase&28,wisBase&28,defCri&34	46;4000;hpBase&1060,attBase&80,defBase&28,wisBase&28,harmReduceProp&0.1	7070	533	186	0	186	140	0	70	30	100	50	0	0	0	0	0	0	0.05	0	0	20	6	12901	12902	12903	12911	12904	12912	19999	144	12900																												
101295	129	¹ÇÍ·	1	jun03	101291	1	1	2	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp7	pp9	pp6	pp15	pp14	pp11	50;5000;hpBase&1325,attBase&100,defBase&35,wisBase&35,breakArm&100	52;5200;hpBase&1325,attBase&100,defBase&35,wisBase&35,evaBase&80	54;5400;hpBase&1325,attBase&100,defBase&35,wisBase&35,cri&72	56;5600;hpBase&1325,attBase&100,defBase&35,wisBase&35,hit&160	58;5800;hpBase&1325,attBase&100,defBase&35,wisBase&35,defCri&36	60;6000;hpBase&1325,attBase&100,defBase&35,wisBase&35,harmReduceProp&0.1	13430	1013	354	0	354	230	0	128	64	200	100	0	0	0	0	0	0	0.15	0	0	20	6	12901	12902	12903	12911	12904	12912	19999	145	12900																												
101301	130	Ò¹²æ	1	mingge01	101301	2	2	3	1	101302	12	121051&30;121001&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ñ¸¼²	²»Ãð	pp7	pp9	pp6	pp15	pp8	pp10	4;300;hpBase&112,attBase&26,defBase&3,wisBase&1,breakArm&24	10;400;hpBase&112,attBase&26,defBase&3,wisBase&1,evaBase&12	0	0	0	0	57	15.54	1.97	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	13001	13002	13003	13011	13004	13012	19999	146	13000																												
101302	130	Ò¹²æ	1	mingge01	101301	2	2	3	2	101303	20	121051&100;121002&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ñ¸¼²	²»Ãð	pp7	pp9	pp6	pp15	pp8	pp10	14;500;hpBase&224,attBase&52,defBase&6,wisBase&2,breakArm&48	15;600;hpBase&224,attBase&52,defBase&6,wisBase&2,evaBase&18	17;700;hpBase&224,attBase&52,defBase&6,wisBase&2,cri&45	0	0	0	281	67.54	7.97	0	3.08	24	0	0	0	0	12	0	0	0	0	0	0	0	0	0	20	6	13001	13002	13003	13011	13004	13012	19999	147	13000																												
101303	130	Ò¹²æ	1	mingge02	101301	2	2	3	3	101304	33	121051&300;121003&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ñ¸¼²	²»Ãð	pp7	pp9	pp6	pp15	pp8	pp10	22;1000;hpBase&336,attBase&78,defBase&9,wisBase&3,breakArm&96	23;1200;hpBase&336,attBase&78,defBase&9,wisBase&3,evaBase&30	25;1400;hpBase&336,attBase&78,defBase&9,wisBase&3,cri&60	27;1600;hpBase&336,attBase&78,defBase&9,wisBase&3,hit&100	29;1800;hpBase&336,attBase&78,defBase&9,wisBase&3,attSpeProp&0.05	31;2000;hpBase&336,attBase&78,defBase&9,wisBase&3,suckBloodProp&0.03	953	223.54	25.97	0	9.08	72	0	45	0	0	30	0	0	0	0	0	0	0	0	0	20	6	13001	13002	13003	13011	13004	13012	19999	148	13000																												
101304	130	Ò¹²æ	1	mingge02	101301	2	2	3	4	101305	48	121051&500;121004&20	40000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ñ¸¼²	²»Ãð	pp7	pp9	pp6	pp15	pp8	pp10	35;3000;hpBase&448,attBase&104,defBase&12,wisBase&4,breakArm&108	37;3200;hpBase&448,attBase&104,defBase&12,wisBase&4,evaBase&60	39;3400;hpBase&448,attBase&104,defBase&12,wisBase&4,cri&87	42;3600;hpBase&448,attBase&104,defBase&12,wisBase&4,hit&100	44;3800;hpBase&448,attBase&104,defBase&12,wisBase&4,attSpeProp&0.05	46;4000;hpBase&448,attBase&104,defBase&12,wisBase&4,suckBloodProp&0.03	2969	691.54	79.97	0	27.08	168	0	105	0	100	60	0	0	0	0	0.05	0.03	0	0	0	20	6	13001	13002	13003	13011	13004	13012	19999	149	13000																												
101305	130	Ò¹²æ	1	mingge03	101301	2	2	3	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ñ¸¼²	²»Ãð	pp7	pp9	pp6	pp15	pp8	pp10	50;5000;hpBase&560,attBase&130,defBase&15,wisBase&5,breakArm&120	52;5200;hpBase&560,attBase&130,defBase&15,wisBase&5,evaBase&96	54;5400;hpBase&560,attBase&130,defBase&15,wisBase&5,cri&108	56;5600;hpBase&560,attBase&130,defBase&15,wisBase&5,hit&160	58;5800;hpBase&560,attBase&130,defBase&15,wisBase&5,attSpeProp&0.05	60;6000;hpBase&560,attBase&130,defBase&15,wisBase&5,suckBloodProp&0.04	5657	1315.54	151.97	0	51.08	276	0	192	0	200	120	0	0	0	0	0.1	0.06	0	0	0	20	6	13001	13002	13003	13011	13004	13012	19999	150	13000																												
101311	131	¹«Ö÷	2	perona01	101311	3	2	2	1	101312	12	121051&30;121021&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	»ÃÓ°	pp13	pp9	pp6	pp15	pp14	pp9	4;300;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,penetrate&24	10;400;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,evaBase&10	0	0	0	0	62.7	14	1.97	21	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	20	6	13101	13102	13104	13105	13111	13112	19999	151	13100																												
101312	131	¹«Ö÷	2	perona01	101311	3	2	2	2	101313	20	121051&100;121022&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	»ÃÓ°	pp13	pp9	pp6	pp15	pp14	pp9	14;500;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,penetrate&48	15;600;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,evaBase&15	17;700;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,cri&60	0	0	0	338.7	58	7.97	87	12.2	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	13101	13102	13104	13105	13111	13112	19999	152	13100																												
101313	131	¹«Ö÷	2	perona02	101311	3	2	2	3	101314	33	121051&300;121023&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	»ÃÓ°	pp13	pp9	pp6	pp15	pp14	pp9	22;1000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,penetrate&96	23;1200;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,evaBase&25	25;1400;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,cri&80	27;1600;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,hit&150	29;1800;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,defCri&58	31;2000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,evaBase&50	1166.7	190	25.97	285	42.2	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	13101	13102	13104	13105	13111	13112	19999	153	13100																												
101314	131	¹«Ö÷	2	perona02	101311	3	2	2	4	101315	48	121051&500;121024&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	»ÃÓ°	pp13	pp9	pp6	pp15	pp14	pp9	35;3000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,penetrate&108	37;3200;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,evaBase&50	39;3400;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,cri&116	42;3600;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,hit&150	44;3800;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,defCri&70	46;4000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,evaBase&50	3650.7	586	79.97	879	132.2	0	168	140	58	150	100	0	0	0	0	0	0	0	0	0.6	20	6	13101	13102	13104	13105	13111	13112	19999	154	13100																												
101315	131	¹«Ö÷	2	perona03	101311	3	2	2	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	»ÃÓ°	pp13	pp9	pp6	pp15	pp14	pp9	50;5000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,penetrate&120	52;5200;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,evaBase&80	54;5400;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,cri&144	56;5600;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,hit&240	58;5800;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,defCri&72	60;6000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,evaBase&80	6962.7	1114	151.97	1671	252.2	0	276	256	128	300	200	0	0	0	0	0	0	0	0	0.6	20	6	13101	13102	13104	13105	13111	13112	19999	155	13100																												
101321	132	ÊõÊ¿	1	guerdan01	101321	3	4	2	1	101322	12	121051&30;121021&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	²»Ãð	pp13	pp9	pp6	pp15	pp14	pp10	4;300;hpBase&112,attBase&22,defBase&3,magicStr&33,wisBase&3,penetrate&24	10;400;hpBase&112,attBase&22,defBase&3,magicStr&33,wisBase&3,evaBase&10	0	0	0	0	57	14	1.97	21	1.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	20	6	13201	13202	13203	13211	13204	13212	19999	156	13200																												
101322	132	ÊõÊ¿	1	guerdan01	101321	3	4	2	2	101323	20	121051&100;121022&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	²»Ãð	pp13	pp9	pp6	pp15	pp14	pp10	14;500;hpBase&224,attBase&44,defBase&6,magicStr&66,wisBase&6,penetrate&48	15;600;hpBase&224,attBase&44,defBase&6,magicStr&66,wisBase&6,evaBase&15	17;700;hpBase&224,attBase&44,defBase&6,magicStr&66,wisBase&6,cri&60	0	0	0	281	58	7.97	87	7.97	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	13201	13202	13203	13211	13204	13212	19999	157	13200																												
101323	132	ÊõÊ¿	1	guerdan02	101321	3	4	2	3	101324	33	121051&300;121023&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	²»Ãð	pp13	pp9	pp6	pp15	pp14	pp10	22;1000;hpBase&336,attBase&66,defBase&9,magicStr&99,wisBase&9,penetrate&96	23;1200;hpBase&336,attBase&66,defBase&9,magicStr&99,wisBase&9,evaBase&25	25;1400;hpBase&336,attBase&66,defBase&9,magicStr&99,wisBase&9,cri&80	27;1600;hpBase&336,attBase&66,defBase&9,magicStr&99,wisBase&9,hit&150	29;1800;hpBase&336,attBase&66,defBase&9,magicStr&99,wisBase&9,defCri&30	31;2000;hpBase&336,attBase&66,defBase&9,magicStr&99,wisBase&9,suckBloodProp&0.03	953	190	25.97	285	25.97	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	13201	13202	13203	13211	13204	13212	19999	158	13200																												
